12.09.2018;12.09.2018;12.09.2018;12.09.2018;12.10.2018;12.10.2018;12.10.2018;12.10.2018;12.11.2018;12.11.2018;12.11.2018;12.11.2018;12.12.2018;12.12.2018;12.12.2018;12.12.2018
105700;105700;105690;105690;114640;114650;114630;114640;111890;111960;111880;111960;112710;112720;112650;112660
105720;105740;105680;105680;114650;114720;114650;114710;111960;111970;111900;111950;112660;112660;112630;112650
105660;105660;105610;105650;114700;114710;114640;114650;111940;111980;111910;111950;112650;112650;112560;112580
105660;105660;105610;105610;114650;114710;114640;114710;111960;111970;111930;111940;112590;112640;112550;112640
105620;105620;105580;105610;114700;114700;114670;114670;111940;111940;111890;111900;112640;112670;112630;112640
105620;105650;105610;105650;114670;114730;114670;114710;111900;112010;111890;112010;112650;112680;112610;112680
105650;105650;105650;105650;114700;114720;114660;114680;112000;112010;111950;111970;112680;112720;112650;112690
105660;105660;105660;105660;114670;114690;114640;114670;111970;112000;111960;111970;112680;112700;112650;112680
105690;105710;105660;105660;114680;114690;114620;114660;111980;112010;111980;112010;112690;112710;112670;112690
105640;105710;105640;105710;114650;114660;114560;114570;112010;112050;112000;112040;112700;112720;112680;112700
105630;105650;105620;105650;114580;114670;114570;114640;112020;112040;111990;112040;112700;112710;112640;112670
105680;105700;105670;105700;114640;114650;114610;114620;112030;112070;112010;112010;112670;112720;112650;112720
105700;105710;105700;105710;114620;114630;114550;114580;112010;112090;112000;112070;112710;112800;112710;112770
105660;105690;105660;105670;114580;114600;114550;114600;112080;112120;112070;112100;112780;112890;112770;112880
105690;105740;105680;105740;114580;114600;114570;114580;112090;112110;112050;112050;112860;112940;112860;112930
105700;105740;105700;105740;114590;114600;114580;114590;112050;112130;112050;112110;112930;112930;112860;112880
105750;105760;105710;105710;114590;114590;114440;114460;112130;112150;112110;112140;112880;112890;112810;112810
105760;105760;105690;105690;114470;114490;114430;114450;112140;112160;112090;112110;112830;112880;112780;112820
105750;105750;105740;105740;114450;114490;114420;114470;112100;112110;112060;112070;112820;112830;112810;112830
105740;105750;105740;105750;114480;114490;114440;114460;112090;112120;112070;112110;112830;112860;112810;112840
105760;105790;105760;105790;114460;114470;114440;114450;112110;112130;112100;112110;112850;112890;112820;112820
105790;105790;105750;105760;114450;114480;114400;114410;112100;112130;112100;112110;112850;112870;112820;112840
105790;105810;105780;105800;114410;114430;114380;114420;112110;112130;112070;112100;112830;112870;112830;112860
105750;105750;105750;105750;114430;114440;114380;114400;112100;112110;112090;112090;112860;112860;112790;112790
105800;105920;105800;105920;114390;114450;114390;114430;112080;112080;112050;112070;112790;112790;112710;112730
105910;106000;105910;105930;114440;114510;114420;114500;112050;112060;112020;112030;112740;112770;112730;112770
105920;105920;105870;105890;114500;114500;114460;114460;112030;112060;112020;112030;112750;112780;112750;112760
105870;105870;105800;105800;114460;114480;114440;114480;112030;112120;112030;112090;112760;112770;112560;112630
105800;105800;105750;105800;114470;114560;114470;114530;112080;112090;112060;112060;112620;112690;112580;112660
105800;105800;105790;105790;114520;114570;114520;114570;112070;112070;112010;112050;112650;112660;112580;112620
105820;105820;105810;105810;114570;114670;114570;114670;112050;112050;111940;111990;112610;112670;112610;112650
105800;105800;105800;105800;114680;114680;114620;114620;111980;112020;111950;112010;112640;112660;112590;112620
105780;105780;105780;105780;114630;114640;114590;114620;112000;112040;111990;112030;112630;112690;112630;112680
105770;105770;105770;105770;114630;114660;114610;114620;112040;112060;112010;112010;112670;112710;112670;112690
105770;105770;105740;105740;114610;114610;114580;114580;112020;112040;112000;112020;112690;112690;112620;112660
105740;105780;105740;105760;114580;114590;114510;114530;112030;112040;112020;112030;112660;112680;112620;112620
105760;105800;105740;105800;114520;114530;114480;114490;112040;112040;111980;112010;112620;112640;112610;112630
105760;105770;105730;105740;114490;114490;114400;114410;112000;112030;112000;112020;112640;112670;112590;112600
105720;105730;105720;105730;114420;114420;114290;114410;112030;112040;112020;112020;112590;112600;112570;112580
105710;105720;105710;105720;114410;114500;114400;114480;112020;112020;111940;112000;112580;112580;112500;112520
105720;105720;105720;105720;114470;114540;114440;114530;112000;112000;111970;112000;112530;112600;112530;112580
105710;105710;105680;105690;114530;114560;114500;114550;112000;112010;111980;112000;112580;112620;112540;112570
105690;105690;105690;105690;114550;114590;114480;114480;112010;112080;112010;112070;112580;112650;112580;112640
105700;105700;105630;105650;114480;114490;114450;114470;112080;112080;112020;112060;112650;112660;112640;112650
105690;105730;105660;105660;114470;114580;114460;114580;112060;112080;111980;112020;112650;112670;112630;112640
105660;105680;105650;105680;114570;114600;114560;114590;112010;112030;111990;112000;112640;112680;112640;112660
105680;105690;105680;105690;114590;114670;114590;114670;112010;112100;112000;112070;112670;112690;112660;112690
105710;105710;105710;105710;114670;114680;114610;114680;112060;112100;112050;112060;112690;112690;112610;112630
105720;105720;105720;105720;114680;114720;114620;114710;112060;112070;111870;111890;112630;112660;112610;112640
105730;105730;105730;105730;114710;114720;114650;114670;111900;111970;111880;111940;112640;112660;112620;112640
105800;105800;105800;105800;114650;114670;114630;114640;111950;111970;111930;111940;112640;112670;112580;112580
105850;105880;105780;105810;114650;114660;114570;114580;111940;112000;111940;111980;112580;112610;112550;112610
105840;105840;105840;105840;114570;114620;114560;114570;111980;112020;111950;111990;112610;112650;112570;112630
105770;105770;105770;105770;114570;114610;114550;114550;111980;111990;111910;111910;112640;112670;112630;112660
105760;105760;105760;105760;114550;114640;114550;114640;111910;111950;111880;111900;112660;112660;112620;112640
105770;105790;105770;105770;114640;114690;114630;114660;111900;111960;111870;111960;112630;112630;112560;112590
105830;105830;105790;105800;114650;114780;114650;114750;111950;111960;111900;111950;112600;112610;112550;112590
105800;105800;105790;105790;114740;114750;114680;114680;111950;111970;111890;111960;112580;112650;112570;112640
105760;105760;105730;105730;114680;114730;114660;114700;111960;111980;111960;111970;112640;112640;112550;112610
105760;105770;105760;105770;114690;114690;114660;114670;111970;111980;111960;111970;112600;112610;112560;112580
105770;105800;105730;105730;114660;114710;114660;114690;111980;112010;111950;111950;112580;112580;112530;112530
105750;105750;105740;105740;114690;114770;114690;114700;111940;111970;111890;111890;112530;112600;112530;112580
105770;105770;105770;105770;114700;114740;114660;114740;111890;111910;111860;111880;112580;112610;112570;112570
105760;105760;105730;105730;114740;114760;114700;114740;111880;111960;111860;111930;112570;112630;112570;112630
105770;105770;105770;105770;114730;114740;114670;114700;111910;111940;111910;111920;112610;112610;112570;112590
105850;105850;105850;105850;114690;114700;114650;114680;111930;111930;111880;111920;112580;112680;112580;112680
105820;105820;105820;105820;114680;114740;114670;114680;111910;111930;111900;111910;112670;112780;112660;112740
105740;105740;105730;105730;114670;114760;114650;114730;111910;111930;111890;111900;112740;112780;112730;112730
105720;105760;105720;105760;114740;114760;114730;114730;111900;111940;111890;111930;112720;112720;112660;112700
105740;105740;105740;105740;114730;114820;114710;114740;111920;111930;111890;111890;112690;112720;112690;112690
105810;105820;105780;105780;114740;114790;114730;114780;111890;111930;111870;111910;112680;112740;112670;112740
105880;105920;105880;105900;114790;114820;114780;114780;111910;111950;111890;111900;112730;112760;112710;112720
105900;105900;105900;105900;114790;114790;114730;114740;111900;111990;111890;111970;112720;112750;112710;112710
105900;105910;105900;105910;114750;114930;114740;114910;111970;111970;111920;111950;112710;112730;112680;112690
105870;105870;105810;105840;114910;114930;114830;114840;111940;111940;111820;111850;112700;112720;112680;112680
105830;105860;105820;105860;114830;114840;114640;114660;111850;111880;111820;111840;112680;112740;112680;112740
105840;105840;105830;105830;114660;114660;114520;114560;111850;111850;111810;111830;112750;112790;112730;112750
105830;105830;105800;105800;114560;114610;114500;114550;111820;111870;111810;111850;112760;112870;112760;112860
105850;105850;105850;105850;114560;114620;114550;114610;111850;111930;111840;111900;112870;112900;112820;112900
105860;105900;105860;105860;114600;114610;114530;114580;111890;111960;111890;111940;112900;112940;112890;112910
105840;105840;105840;105840;114590;114650;114590;114650;111950;111970;111930;111940;112910;112920;112850;112900
105850;105850;105800;105800;114650;114700;114620;114650;111930;111990;111920;111960;112880;112910;112830;112860
105800;105800;105790;105790;114640;114680;114610;114650;111970;112080;111960;112040;112850;112920;112850;112920
105800;105800;105760;105760;114650;114720;114640;114650;112030;112050;112010;112030;112910;112950;112900;112910
105720;105720;105710;105710;114650;114650;114520;114560;112040;112060;112030;112050;112910;112910;112850;112880
105740;105760;105740;105760;114570;114580;114460;114490;112060;112060;112010;112010;112880;112910;112840;112880
105790;105810;105790;105810;114470;114530;114410;114410;112020;112080;112010;112020;112870;112900;112860;112880
105800;105820;105760;105760;114410;114530;114400;114500;112020;112090;112010;112030;112860;112910;112850;112890
105740;105740;105740;105740;114490;114510;114450;114500;112030;112060;112030;112050;112890;112920;112880;112890
105730;105730;105700;105700;114500;114500;114420;114430;112040;112050;112010;112020;112900;112940;112890;112890
105710;105720;105710;105720;114420;114430;114360;114410;112030;112060;112020;112060;112890;112900;112780;112790
105690;105690;105690;105690;114420;114420;114320;114370;112070;112140;112070;112090;112790;112790;112730;112730
105740;105800;105740;105760;114390;114420;114360;114400;112090;112120;112080;112110;112730;112750;112680;112700
105830;105830;105820;105820;114390;114450;114320;114340;112110;112120;112080;112080;112680;112710;112680;112680
105770;105770;105770;105770;114330;114360;114180;114190;112080;112090;112020;112030;112680;112740;112670;112730
105750;105750;105750;105750;114200;114270;114190;114270;112040;112040;111970;111990;112740;112750;112620;112650
105750;105750;105740;105740;114270;114280;114150;114160;111990;112010;111940;111940;112660;112670;112610;112660
105760;105760;105760;105760;114180;114220;114160;114220;111950;111990;111870;111880;112660;112690;112640;112670
105770;105770;105770;105770;114210;114300;114210;114290;111880;111930;111870;111910;112660;112690;112650;112680
105820;105830;105820;105830;114290;114300;114210;114230;111900;111910;111760;111800;112670;112700;112660;112670
105900;105900;105900;105900;114240;114240;114170;114200;111800;111830;111730;111810;112680;112750;112680;112730
105920;105970;105920;105970;114200;114220;114130;114170;111800;111870;111800;111840;112750;112770;112670;112680
105940;105940;105940;105940;114160;114240;114120;114240;111850;111880;111790;111800;112690;112730;112670;112730
105900;105900;105900;105900;114240;114360;114240;114340;111810;111840;111800;111830;112740;112790;112720;112780
105860;105860;105800;105800;114340;114390;114260;114310;111820;111870;111800;111870;112780;112820;112760;112820
105850;105850;105850;105850;114310;114490;114310;114470;111860;111870;111850;111850;112810;112870;112810;112820
105880;105880;105880;105880;114460;114470;114400;114420;111850;111850;111770;111810;112820;112820;112730;112740
105810;105810;105810;105810;114430;114440;114340;114370;111830;111830;111750;111790;112730;112800;112720;112800
105900;105900;105900;105900;114380;114400;114350;114380;111800;111860;111780;111820;112800;112810;112730;112730
105930;106050;105930;105930;114380;114390;114320;114350;111830;111900;111830;111870;112720;112770;112710;112730
106030;106060;106010;106030;114340;114450;114330;114420;111880;111890;111850;111870;112750;112780;112730;112730
106040;106050;105940;105940;114400;114540;114380;114530;111880;111880;111820;111830;112740;112740;112660;112740
105910;105910;105910;105910;114520;114550;114470;114470;111830;111870;111820;111850;112720;112750;112710;112710
105930;105950;105930;105940;114480;114500;114430;114430;111860;111880;111790;111810;112720;112720;112680;112700
105920;105920;105900;105900;114430;114470;114410;114410;111810;111850;111790;111810;112700;112700;112640;112660
105870;105870;105840;105850;114430;114470;114420;114460;111800;111800;111730;111740;112660;112680;112650;112680
105850;105850;105850;105850;114440;114490;114420;114460;111730;111800;111720;111770;112680;112680;112640;112660
105840;105840;105840;105840;114460;114460;114360;114370;111770;111840;111760;111830;112660;112680;112640;112650
105840;105840;105820;105820;114360;114380;114320;114340;111840;111860;111820;111850;112650;112660;112610;112660
105800;105800;105770;105770;114350;114380;114330;114370;111840;111840;111790;111820;112650;112690;112640;112690
105770;105770;105720;105750;114360;114370;114340;114340;111820;111820;111750;111760;112690;112690;112660;112670
105760;105760;105660;105660;114340;114380;114340;114370;111760;111810;111750;111810;112660;112660;112460;112500
105690;105720;105690;105720;114370;114480;114360;114410;111800;111850;111790;111840;112510;112560;112460;112520
105740;105740;105690;105690;114410;114450;114390;114450;111850;111870;111810;111810;112510;112530;112470;112530
105680;105680;105630;105630;114450;114450;114400;114400;111810;111830;111790;111830;112530;112580;112510;112580
105630;105640;105580;105610;114400;114420;114380;114400;111830;111860;111790;111860;112580;112580;112530;112530
105580;105580;105560;105560;114410;114410;114270;114300;111870;111880;111830;111850;112540;112550;112510;112520
105550;105550;105500;105500;114300;114350;114260;114290;111840;111850;111800;111820;112520;112570;112520;112560
105500;105520;105450;105450;114310;114390;114300;114390;111820;111850;111790;111850;112560;112590;112550;112590
105500;105500;105500;105500;114390;114480;114380;114480;111850;111860;111800;111820;112590;112610;112570;112570
105510;105530;105480;105480;114480;114550;114440;114490;111820;111860;111810;111850;112570;112580;112530;112570
105490;105520;105490;105520;114490;114510;114390;114450;111850;111880;111810;111810;112570;112570;112550;112560
105510;105520;105490;105520;114440;114530;114350;114420;111810;111860;111810;111850;112560;112570;112470;112480
105510;105640;105400;105640;114410;114500;114400;114470;111860;111940;111850;111930;112490;112540;112470;112520
105630;105690;105620;105690;114480;114570;114430;114460;111930;111990;111930;111950;112520;112520;112410;112420
105720;105720;105610;105610;114450;114580;114450;114530;111940;111950;111870;111870;112420;112430;112330;112390
105640;105750;105640;105730;114520;114520;114290;114290;111870;111900;111850;111900;112380;112400;112280;112290
105710;105710;105710;105710;114300;114330;114240;114280;111900;111940;111890;111900;112290;112380;112290;112370
105670;105800;105670;105800;114260;114370;114180;114330;111920;111920;111850;111870;112370;112400;112340;112390
105830;105830;105780;105780;114320;114400;114290;114390;111870;111890;111810;111840;112380;112460;112380;112460
105730;105770;105730;105740;114360;114410;114320;114360;111840;111860;111810;111830;112450;112490;112430;112480
105760;105780;105740;105740;114350;114380;114210;114210;111830;111860;111810;111860;112470;112480;112400;112430
105720;105820;105720;105820;114230;114320;114220;114270;111870;111870;111800;111830;112440;112490;112430;112490
105840;105840;105800;105820;114280;114300;114140;114140;111830;111870;111830;111850;112470;112480;112420;112470
105790;105790;105790;105790;114140;114240;113960;113980;111840;111840;111780;111790;112480;112590;112450;112580
105770;105790;105700;105700;113960;114030;113940;113960;111790;111810;111770;111770;112580;112600;112520;112540
105650;105670;105630;105670;113960;114010;113810;113890;111770;111780;111760;111780;112550;112570;112450;112480
105600;105610;105560;105560;113890;114050;113870;114010;111770;111800;111760;111790;112490;112540;112470;112480
105570;105600;105570;105600;114000;114020;113920;113930;111790;111810;111780;111800;112480;112490;112400;112410
105540;105540;105540;105540;113930;114000;113910;113970;111800;111830;111750;111750;112410;112410;112330;112350
105530;105540;105470;105480;113960;114040;113930;114010;111750;111800;111750;111800;112350;112460;112330;112460
105530;105540;105510;105540;114020;114120;113980;114120;111800;111810;111750;111790;112450;112530;112440;112510
105490;105540;105450;105540;114110;114130;114020;114030;111780;111780;111740;111760;112500;112740;112500;112690
105550;105550;105490;105490;114030;114050;113930;113950;111770;111800;111740;111790;112680;112790;112670;112740
105500;105530;105500;105530;113970;114080;113940;114080;111790;111850;111780;111840;112740;112850;112740;112780
105530;105620;105530;105620;114070;114110;113940;114110;111840;111870;111820;111820;112780;112840;112770;112810
105570;105570;105560;105560;114100;114240;114060;114220;111810;111830;111790;111830;112810;112810;112660;112700
105650;105680;105650;105680;114220;114310;114200;114220;111810;111850;111800;111820;112700;112780;112700;112760
105670;105670;105540;105540;114240;114240;114150;114180;111810;111830;111750;111780;112750;112790;112740;112750
105500;105520;105410;105410;114180;114220;114120;114140;111790;111820;111720;111720;112760;112780;112690;112700
105480;105490;105480;105480;114140;114180;114090;114110;111730;111740;111670;111730;112710;112770;112700;112720
105530;105530;105500;105520;114110;114180;114100;114170;111730;111780;111720;111750;112730;112740;112690;112730
105510;105520;105490;105490;114170;114170;113970;113990;111750;111830;111740;111830;112740;112800;112730;112740
105540;105540;105520;105520;113980;114170;113970;114130;111810;111830;111750;111750;112750;112810;112750;112790
105490;105490;105320;105320;114120;114150;114050;114140;111740;111750;111610;111630;112790;112840;112790;112790
105350;105450;105350;105440;114140;114280;114120;114190;111640;111650;111600;111620;112800;112930;112760;112930
105410;105410;105410;105410;114190;114260;114140;114230;111610;111640;111560;111640;112920;112990;112890;112900
105340;105350;105280;105280;114240;114240;114070;114110;111630;111660;111590;111630;112900;112950;112860;112870
105280;105350;105280;105350;114100;114130;114040;114080;111640;111660;111630;111650;112870;112900;112830;112840
105500;105680;105500;105670;114080;114130;114030;114030;111660;111660;111610;111650;112840;112850;112790;112790
105700;105720;105700;105710;114040;114110;114030;114080;111650;111690;111640;111650;112800;112800;112750;112760
105800;105920;105800;105870;114080;114130;114020;114100;111650;111670;111640;111670;112750;112790;112730;112750
105900;106180;105900;106180;114090;114090;113990;114000;111660;111660;111610;111630;112750;112780;112710;112770
106140;106250;106140;106170;114010;114070;113930;114060;111640;111660;111630;111630;112780;112790;112740;112780
106140;106190;106110;106180;114050;114130;114020;114100;111630;111640;111600;111630;112780;112790;112730;112740
106250;106340;106220;106250;114110;114150;114070;114100;111630;111650;111620;111650;112740;112790;112740;112770
106260;106280;106250;106250;114110;114120;114010;114020;111640;111650;111600;111620;112780;112800;112760;112770
106280;106280;106280;106280;114010;114050;113910;113910;111620;111640;111580;111610;112780;112810;112640;112660
106280;106360;106280;106340;113920;113950;113760;113770;111620;111650;111620;111640;112650;112650;112500;112520
106250;106260;106250;106260;113770;113840;113750;113810;111630;111640;111570;111610;112520;112570;112490;112570
106380;106400;106380;106400;113820;113830;113760;113790;111610;111670;111610;111670;112570;112590;112550;112590
106420;106450;106400;106400;113780;113790;113740;113760;111670;111690;111650;111650;112570;112570;112460;112460
106370;106400;106370;106370;113770;113800;113710;113800;111660;111670;111630;111650;112460;112460;112380;112410
106370;106520;106370;106480;113790;113790;113690;113750;111640;111640;111580;111600;112410;112450;112390;112390
106420;106440;106390;106420;113750;113880;113750;113840;111620;111650;111600;111630;112400;112450;112390;112430
106400;106400;106380;106400;113850;113880;113780;113820;111630;111630;111580;111590;112430;112460;112400;112410
106430;106490;106400;106400;113820;113850;113660;113690;111580;111590;111550;111560;112410;112410;112330;112330
106410;106550;106390;106480;113680;113690;113590;113590;111560;111630;111520;111620;112330;112370;112300;112320
106500;106510;106450;106450;113590;113630;113550;113590;111620;111620;111590;111600;112320;112340;112220;112260
106400;106400;106320;106400;113600;113690;113570;113680;111600;111650;111590;111640;112260;112330;112210;112310
106430;106480;106380;106380;113680;113750;113670;113710;111650;111670;111630;111650;112300;112300;112240;112290
106380;106380;106340;106350;113690;113780;113660;113660;111660;111660;111590;111600;112290;112340;112260;112340
106320;106330;106270;106310;113660;113750;113600;113720;111600;111630;111530;111610;112330;112490;112280;112460
106310;106310;106300;106300;113720;113730;113560;113560;111610;111650;111560;111580;112450;112470;112330;112390
106330;106370;106330;106370;113560;113660;113540;113650;111560;111560;111470;111520;112390;112440;112330;112410
106370;106370;106340;106340;113650;113650;113580;113610;111520;111550;111470;111500;112410;112490;112370;112430
106370;106370;106310;106310;113610;113740;113610;113680;111500;111550;111490;111520;112420;112460;112320;112320
106290;106290;106230;106250;113680;113810;113680;113800;111520;111590;111510;111530;112330;112400;112250;112280
106310;106310;106310;106310;113800;113860;113760;113850;111520;111550;111470;111550;112270;112280;112190;112240
106310;106330;106280;106280;113860;113870;113800;113840;111550;111560;111430;111480;112250;112340;112250;112280
106310;106320;106280;106280;113840;113900;113790;113810;111470;111500;111390;111440;112270;112370;112270;112340
106280;106280;106230;106230;113810;113840;113750;113800;111450;111480;111400;111460;112340;112390;112320;112360
106090;106280;106090;106180;113810;113850;113760;113810;111450;111500;111430;111480;112370;112390;112340;112390
106130;106130;106130;106130;113790;113860;113770;113810;111480;111500;111460;111480;112390;112430;112330;112350
106100;106100;106060;106070;113790;113840;113720;113780;111490;111510;111470;111480;112340;112430;112330;112420
106110;106110;106110;106110;113790;113940;113790;113910;111460;111490;111450;111470;112410;112450;112390;112390
106180;106190;106180;106190;113900;113970;113890;113960;111470;111480;111450;111450;112390;112460;112390;112450
106250;106250;106220;106230;113970;113970;113860;113910;111450;111470;111430;111470;112460;112470;112390;112430
106220;106220;106170;106210;113900;114070;113880;114050;111460;111500;111450;111460;112430;112440;112360;112390
106130;106130;106120;106120;114040;114070;113970;114000;111470;111490;111450;111490;112380;112390;112290;112290
106120;106120;106120;106120;114000;114030;113910;113920;111480;111490;111430;111470;112300;112350;112280;112330
106210;106210;106210;106210;113910;113940;113850;113890;111460;111480;111430;111470;112350;112470;112340;112440
106200;106200;106140;106140;113890;114140;113890;114100;111450;111460;111400;111410;112450;112570;112430;112520
106150;106150;106150;106150;114110;114120;114010;114070;111410;111420;111290;111320;112530;112530;112450;112460
106100;106100;106090;106090;114070;114140;114000;114010;111330;111370;111310;111310;112450;112540;112380;112520
106120;106150;106120;106140;114000;114090;114000;114090;111320;111340;111300;111330;112510;112530;112410;112460
106160;106300;106160;106300;114090;114160;114040;114140;111330;111350;111320;111330;112460;112470;112390;112440
106300;106300;106300;106300;114130;114150;114080;114110;111340;111370;111320;111320;112440;112490;112410;112480
106310;106310;106310;106310;114140;114190;114100;114160;111310;111390;111310;111390;112500;112580;112470;112580
106310;106310;106310;106310;114180;114220;114160;114160;111390;111400;111320;111330;112580;112660;112570;112610
106280;106280;106260;106260;114150;114190;114140;114170;111330;111350;111290;111310;112610;112650;112570;112600
106300;106320;106300;106300;114170;114250;114170;114210;111290;111320;111280;111280;112590;112640;112560;112620
106280;106320;106280;106320;114220;114260;114190;114230;111280;111290;111170;111210;112630;112660;112570;112570
106320;106320;106270;106270;114240;114350;114240;114280;111230;111230;111110;111150;112560;112580;112520;112560
106290;106350;106290;106350;114280;114320;114240;114300;111150;111160;111070;111150;112550;112580;112520;112550
106300;106300;106300;106300;114310;114340;114250;114250;111140;111180;111120;111130;112550;112590;112520;112560
106250;106250;106250;106250;114250;114260;114120;114160;111130;111150;111080;111080;112540;112570;112530;112530
106210;106210;106210;106210;114150;114180;114080;114150;111110;111180;111040;111170;112530;112540;112420;112420
106300;106400;106300;106400;114130;114180;114120;114170;111170;111230;111160;111200;112430;112430;112320;112350
106400;106400;106380;106380;114160;114170;114100;114140;111200;111310;111200;111290;112370;112390;112340;112390
106350;106380;106350;106380;114150;114160;114090;114150;111290;111300;111240;111270;112380;112410;112310;112310
106410;106410;106410;106410;114150;114190;114130;114130;111270;111270;111210;111260;112310;112400;112290;112390
106430;106440;106420;106440;114140;114220;114130;114160;111250;111280;111200;111280;112400;112400;112300;112340
106430;106430;106430;106430;114150;114230;114140;114230;111270;111330;111260;111310;112320;112450;112320;112430
106390;106390;106390;106390;114230;114250;114180;114180;111320;111320;111220;111270;112430;112460;112420;112460
106250;106250;106250;106250;114190;114260;114170;114250;111270;111310;111250;111300;112460;112510;112450;112510
106260;106260;106220;106220;114240;114280;114230;114270;111300;111320;111280;111300;112500;112590;112480;112590
106200;106200;105980;105980;114280;114290;114220;114250;111290;111350;111290;111300;112590;112610;112540;112560
105960;106020;105950;106020;114230;114300;114210;114240;111300;111310;111260;111280;112550;112590;112540;112580
106010;106010;105710;105710;114250;114250;114200;114210;111290;111300;111240;111240;112590;112620;112500;112500
105660;105660;105530;105650;114200;114240;114140;114150;111240;111250;111160;111210;112500;112550;112480;112480
105600;105860;105600;105860;114150;114160;114100;114100;111210;111250;111180;111210;112470;112550;112470;112540
105920;105950;105840;105840;114110;114170;114100;114120;111200;111240;111160;111240;112550;112590;112530;112550
105880;105920;105880;105920;114130;114170;114120;114120;111220;111280;111220;111250;112540;112620;112490;112550
105860;105870;105860;105870;114120;114130;114090;114100;111250;111320;111240;111300;112580;112580;112510;112510
105930;105970;105930;105960;114100;114120;114060;114120;111300;111300;111260;111260;112500;112570;112480;112490
105870;105960;105860;105960;114110;114160;114090;114150;111280;111300;111250;111250;112490;112510;112450;112500
106000;106100;106000;106100;114160;114250;114130;114210;111250;111280;111230;111260;112500;112540;112460;112480
106100;106190;106100;106190;114200;114210;114130;114140;111270;111320;111260;111290;112490;112490;112420;112460
106060;106060;106060;106060;114120;114160;114120;114140;111280;111310;111280;111280;112460;112490;112450;112490
106040;106040;106040;106040;114140;114150;114120;114140;111290;111340;111260;111280;112480;112570;112480;112530
106010;106010;106010;106010;114140;114230;114090;114180;111290;111300;111270;111280;112520;112530;112400;112400
106080;106080;106080;106080;114180;114180;114080;114130;111280;111280;111190;111200;112400;112420;112270;112380
106100;106100;106100;106100;114130;114250;114130;114240;111200;111220;111180;111210;112380;112530;112380;112520
106100;106120;106100;106120;114240;114250;114200;114230;111210;111270;111190;111210;112510;112510;112400;112460
106100;106120;106100;106120;114220;114390;114170;114390;111200;111240;111160;111180;112460;112500;112430;112500
