12.09.2018;12.09.2018;12.09.2018;12.09.2018;12.10.2018;12.10.2018;12.10.2018;12.10.2018;12.11.2018;12.11.2018;12.11.2018;12.11.2018;12.12.2018;12.12.2018;12.12.2018;12.12.2018
106150;106150;106150;106150;114380;114570;114350;114550;111170;111230;111170;111220;112490;112540;112460;112500
106090;106090;106090;106090;114550;114580;114420;114430;111220;111310;111180;111300;112490;112510;112390;112450
106060;106060;106060;106060;114440;114490;114380;114400;111290;111310;111240;111250;112450;112460;112390;112400
106020;106020;106000;106000;114400;114450;114270;114280;111250;111290;111230;111230;112400;112420;112340;112340
105960;105960;105950;105950;114280;114310;114210;114260;111250;111260;111230;111250;112330;112430;112310;112410
106060;106060;106060;106060;114260;114290;114190;114200;111250;111290;111220;111220;112420;112550;112390;112440
106090;106100;106090;106100;114190;114300;114190;114230;111220;111260;111200;111200;112440;112440;112350;112380
106000;106000;106000;106000;114210;114250;114090;114130;111200;111240;111190;111230;112390;112450;112330;112340
106030;106030;106030;106030;114130;114150;114010;114060;111240;111280;111220;111240;112330;112450;112330;112440
106120;106120;106120;106120;114050;114100;114040;114070;111240;111280;111230;111260;112450;112480;112410;112460
106100;106100;106100;106100;114060;114130;114020;114130;111250;111280;111170;111190;112450;112500;112420;112450
106050;106060;106050;106060;114050;114180;113870;113930;111170;111250;110790;110930;112500;112830;112500;112710
106120;106120;106120;106120;113930;113930;113820;113820;110930;110960;110900;110960;112700;112740;112660;112660
106170;106170;106150;106150;113820;113870;113810;113850;110960;110970;110910;110910;112670;112730;112650;112680
106190;106300;106190;106300;113860;113880;113760;113760;110920;111020;110900;111000;112670;112700;112650;112690
106230;106230;106230;106230;113760;113830;113740;113810;110990;111030;110910;110920;112690;112770;112690;112700
106100;106100;106100;106100;113800;113820;113750;113780;110920;110970;110870;110960;112700;112750;112680;112680
106100;106100;106100;106100;113780;113810;113680;113680;110950;110980;110920;110970;112680;112710;112670;112670
106120;106120;106120;106120;113680;113860;113680;113860;110950;110970;110930;110960;112670;112680;112570;112590
106090;106090;106090;106090;113850;113920;113790;113820;110960;111020;110960;110990;112580;112680;112570;112670
106150;106160;106140;106140;113820;113820;113690;113780;111000;111000;110950;110990;112680;112730;112660;112680
106140;106160;106140;106160;113770;113880;113740;113830;110980;110990;110950;110950;112670;112700;112580;112610
106200;106300;106200;106300;113840;113860;113760;113790;110960;110960;110930;110940;112620;112640;112550;112560
106290;106290;106290;106290;113790;113940;113790;113940;110930;110930;110850;110870;112560;112560;112480;112520
106290;106290;106290;106290;113940;114080;113940;113980;110880;110900;110830;110850;112520;112530;112360;112410
106210;106210;106210;106210;113980;114030;113970;114000;110830;110840;110760;110780;112400;112480;112390;112480
106200;106200;106200;106200;113990;113990;113920;113970;110770;110770;110630;110680;112480;112560;112460;112510
106200;106200;106180;106180;113960;114000;113900;113910;110660;110700;110570;110590;112500;112540;112470;112520
106200;106200;106150;106150;113900;113930;113850;113920;110590;110610;110530;110560;112520;112550;112510;112540
106140;106140;106140;106140;113920;113930;113830;113840;110550;110570;110500;110510;112540;112550;112470;112480
106100;106100;106100;106100;113870;113880;113780;113860;110510;110550;110470;110540;112500;112500;112450;112470
106110;106120;106110;106120;113850;113870;113790;113810;110550;110590;110500;110570;112480;112480;112400;112420
106200;106200;106200;106200;113810;113850;113750;113790;110570;110630;110570;110600;112400;112410;112370;112380
106150;106150;106150;106150;113780;113780;113720;113750;110590;110660;110580;110620;112380;112390;112330;112340
106150;106150;106150;106150;113750;113870;113740;113870;110640;110660;110590;110640;112350;112360;112230;112320
106240;106270;106240;106270;113870;113870;113800;113810;110630;110660;110590;110590;112330;112380;112310;112370
106260;106260;106260;106260;113840;113840;113750;113770;110600;110660;110590;110650;112380;112460;112380;112420
106200;106220;106200;106220;113770;113790;113660;113680;110650;110710;110610;110640;112420;112460;112420;112430
106130;106130;106130;106130;113690;113690;113620;113640;110640;110640;110600;110610;112430;112450;112250;112260
106170;106170;106170;106170;113630;113690;113600;113620;110620;110670;110610;110650;112250;112330;112250;112280
106130;106130;106130;106130;113630;113660;113590;113640;110640;110640;110580;110600;112280;112330;112210;112220
106150;106150;106150;106150;113640;113650;113580;113580;110610;110650;110590;110640;112220;112220;111890;112030
106170;106170;106170;106170;113600;113650;113580;113650;110650;110650;110570;110590;112030;112050;111980;112030
106170;106170;106160;106160;113650;113720;113640;113680;110590;110620;110570;110600;112030;112050;111960;111990
106130;106130;106130;106130;113690;113750;113670;113750;110580;110590;110540;110570;112010;112010;111840;111940
106140;106140;106080;106080;113740;113750;113690;113720;110570;110630;110570;110630;111940;111970;111900;111970
106120;106120;106120;106120;113710;113720;113630;113660;110640;110680;110620;110670;111950;112050;111890;112010
106200;106200;106200;106200;113650;113670;113620;113650;110670;110780;110660;110740;112010;112070;112000;112060
106220;106240;106220;106240;113640;113680;113600;113600;110750;110810;110750;110760;112060;112070;112000;112010
106220;106220;106220;106220;113600;113670;113600;113640;110760;110760;110710;110720;112030;112070;111980;112040
106160;106160;106160;106160;113620;113690;113620;113660;110710;110730;110680;110730;112040;112140;112020;112090
106160;106160;106160;106160;113670;113740;113660;113710;110740;110750;110720;110740;112080;112100;112020;112090
106200;106200;106200;106200;113710;113710;113590;113590;110740;110840;110730;110830;112090;112140;112040;112060
106180;106200;106180;106200;113590;113650;113570;113610;110830;110850;110770;110790;112060;112110;112010;112080
106190;106190;106190;106190;113610;113620;113500;113520;110780;110790;110760;110770;112080;112100;112060;112060
106200;106200;106200;106200;113500;113550;113460;113460;110770;110860;110760;110770;112060;112140;112030;112130
106180;106180;106180;106180;113460;113530;113430;113500;110760;110820;110760;110800;112150;112270;112140;112240
106200;106200;106200;106200;113520;113640;113510;113610;110800;110850;110790;110820;112240;112270;112180;112210
106200;106200;106200;106200;113620;113630;113490;113540;110820;110940;110800;110920;112200;112240;112170;112220
106140;106140;106140;106140;113520;113610;113520;113590;110920;110950;110880;110880;112240;112270;112210;112230
106170;106180;106160;106160;113590;113620;113470;113470;110890;110910;110870;110870;112240;112270;112210;112260
106150;106150;106040;106040;113470;113500;113430;113470;110880;110890;110840;110850;112250;112270;112190;112240
106000;106020;105990;106020;113470;113490;113440;113480;110840;110850;110820;110840;112250;112310;112200;112300
106000;106000;106000;106000;113490;113590;113480;113500;110830;110830;110800;110820;112300;112300;112210;112290
106010;106010;106010;106010;113500;113590;113460;113580;110820;110860;110800;110860;112280;112290;112240;112240
105990;105990;105990;105990;113570;113720;113570;113690;110850;110960;110840;110930;112250;112290;112240;112270
105960;105970;105950;105970;113680;113750;113680;113720;110930;110950;110910;110940;112260;112260;112120;112120
105960;105960;105960;105960;113710;113770;113650;113750;110950;110990;110940;110960;112130;112200;112060;112200
106000;106020;106000;106020;113750;113890;113740;113890;110970;110990;110910;110980;112180;112250;112160;112220
106040;106070;106040;106070;113890;113900;113790;113830;110970;111060;110970;110980;112210;112230;112140;112170
106020;106020;106020;106020;113820;113870;113790;113860;110980;110990;110950;110960;112190;112270;112180;112270
106000;106000;105980;105980;113850;113880;113800;113830;110950;111000;110950;110970;112270;112420;112250;112260
105900;105980;105900;105980;113820;113840;113810;113810;110960;111030;110960;111000;112260;112310;112250;112290
105950;105950;105950;105950;113820;113830;113790;113810;110980;111060;110980;111030;112290;112370;112270;112300
105950;105950;105950;105950;113820;114070;113820;114060;111040;111070;111000;111000;112320;112360;112290;112310
105970;105970;105970;105970;114070;114150;114050;114110;111010;111020;110980;111010;112310;112340;112290;112310
105930;105930;105800;105800;114130;114160;114070;114090;111010;111150;111000;111090;112300;112330;112200;112210
105950;106000;105950;106000;114080;114100;114040;114080;111100;111110;111070;111080;112230;112340;112230;112290
105850;105850;105850;105850;114070;114190;114050;114170;111090;111230;111090;111190;112290;112340;112270;112300
105920;105920;105920;105920;114180;114200;114100;114120;111200;111230;111170;111180;112270;112320;112260;112320
105950;105950;105950;105950;114130;114260;114030;114180;111180;111210;111170;111180;112320;112350;112300;112320
105980;105980;105980;105980;114180;114250;114150;114170;111190;111220;111160;111180;112320;112360;112270;112340
106010;106020;106010;106020;114170;114200;114100;114110;111180;111200;111150;111190;112330;112360;112320;112340
106040;106040;106040;106040;114110;114120;114060;114100;111180;111190;111150;111190;112340;112350;112270;112270
106030;106030;106030;106030;114100;114160;114070;114090;111190;111200;111140;111160;112270;112360;112250;112320
106080;106080;106080;106080;114090;114130;114060;114070;111160;111190;111150;111150;112330;112360;112290;112320
106050;106050;106050;106050;114070;114110;114050;114100;111160;111170;111120;111130;112310;112390;112310;112370
106010;106040;106010;106040;114090;114100;114020;114040;111140;111210;111130;111210;112370;112390;112360;112370
106010;106020;106000;106020;114050;114050;114000;114010;111190;111230;111190;111220;112360;112390;112340;112340
106000;106000;106000;106000;114000;114010;113920;113940;111220;111220;111150;111170;112330;112350;112280;112300
105920;105940;105920;105940;113960;113960;113920;113960;111170;111180;111150;111170;112310;112360;112310;112350
105970;105970;105970;105970;113950;114050;113950;114030;111180;111180;111130;111150;112340;112350;112310;112310
;;;;114040;114100;113970;114060;111150;111190;111140;111180;112320;112340;112300;112330
;;;;114060;114100;114010;114010;111180;111240;111150;111220;112350;112380;112350;112360
;;;;114020;114090;114000;114050;111220;111240;111180;111180;112370;112370;112310;112310
;;;;114030;114160;114030;114140;111170;111290;111170;111240;112330;112360;112320;112350
;;;;114150;114200;114100;114190;111240;111280;111240;111260;112350;112390;112330;112370
;;;;114200;114210;114120;114150;111260;111280;111240;111240;112370;112410;112350;112370
;;;;114140;114150;114070;114070;111250;111250;111210;111220;112370;112370;112320;112360
;;;;114080;114080;113980;113990;111220;111220;111180;111190;112360;112370;112330;112340
;;;;113990;114050;113980;113980;111180;111210;111180;111180;112340;112410;112340;112400
;;;;114000;114000;113920;113920;111180;111210;111160;111190;112400;112450;112360;112400
;;;;113910;113970;113910;113970;111200;111200;111190;111190;112400;112430;112340;112380
;;;;113970;113990;113930;113970;111200;111200;111160;111170;112370;112410;112360;112410
;;;;113970;114000;113950;113970;111170;111170;111120;111120;112410;112430;112390;112390
;;;;113970;113970;113900;113940;111120;111130;111040;111050;112410;112430;112400;112420
;;;;113940;113940;113830;113830;111060;111110;111030;111050;112410;112440;112370;112430
;;;;113840;113850;113780;113790;111060;111110;111040;111090;112420;112490;112380;112490
;;;;113800;113800;113720;113770;111100;111180;111100;111110;112480;112490;112430;112430
;;;;113770;113830;113750;113830;111130;111170;111130;111160;112420;112490;112420;112480
;;;;113820;113850;113800;113840;111150;111210;111150;111170;112480;112500;112430;112440
;;;;113850;114030;113850;114020;111170;111180;111150;111160;112440;112470;112420;112460
;;;;114010;114030;113920;113960;111170;111250;111170;111210;112460;112490;112440;112470
;;;;113950;113960;113880;113880;111200;111270;111200;111250;112450;112490;112450;112480
;;;;113880;113910;113790;113870;111230;111330;111230;111300;112470;112560;112470;112540
;;;;113870;114000;113860;114000;111310;111320;111280;111310;112550;112590;112540;112540
;;;;114000;114020;113960;113990;111310;111310;111250;111270;112540;112580;112540;112560
;;;;114000;114090;113950;114090;111260;111270;111220;111240;112570;112570;112550;112560
;;;;114100;114120;114050;114100;111230;111260;111210;111210;112560;112570;112510;112510
;;;;114090;114180;114090;114120;111220;111230;111190;111210;112520;112520;112480;112510
;;;;114130;114170;114120;114130;111210;111210;111170;111200;112510;112560;112500;112510
;;;;114140;114150;114080;114080;111200;111230;111190;111220;112510;112580;112500;112540
;;;;114080;114180;114080;114180;111210;111210;111170;111190;112560;112590;112530;112580
;;;;114180;114210;114110;114110;111190;111190;111150;111170;112570;112590;112550;112580
;;;;114110;114160;114090;114130;111170;111180;111160;111170;112580;112580;112540;112550
;;;;114130;114220;114110;114190;111160;111190;111160;111170;112540;112570;112540;112560
;;;;114190;114210;114110;114140;111170;111200;111150;111190;112560;112590;112540;112560
;;;;114150;114220;114120;114220;111190;111240;111190;111210;112550;112590;112520;112570
;;;;114220;114320;114200;114230;111200;111220;111180;111190;112580;112590;112520;112560
;;;;114230;114290;114200;114210;111200;111210;111180;111180;112550;112560;112510;112560
;;;;114210;114260;114200;114200;111180;111180;111130;111160;112570;112590;112550;112560
;;;;114210;114310;114160;114160;111160;111180;111150;111150;112570;112620;112570;112590
;;;;114160;114200;114150;114180;111160;111160;111130;111150;112590;112610;112540;112590
;;;;114180;114180;114090;114140;111150;111160;111110;111110;112600;112670;112590;112640
;;;;114130;114140;114060;114110;111120;111140;111110;111120;112640;112680;112620;112630
;;;;114090;114090;114040;114040;111110;111140;111110;111130;112620;112670;112610;112650
;;;;114040;114120;114000;114090;111130;111130;111080;111080;112650;112660;112620;112650
;;;;114070;114090;114020;114030;111080;111090;111030;111070;112640;112670;112610;112630
;;;;114050;114060;114000;114010;111070;111080;111000;111010;112640;112680;112640;112640
;;;;114010;114060;113960;114030;111000;111000;110970;110980;112630;112660;112620;112640
;;;;114040;114100;113960;114030;110980;111000;110920;110950;112640;112660;112630;112640
;;;;114030;114050;113810;113870;110940;110980;110920;110970;112640;112650;112210;112510
;;;;113860;113940;113830;113930;110980;111030;110980;111010;112510;112520;112400;112510
;;;;113930;113980;113880;113920;111010;111020;110990;110990;112500;112510;112460;112460
;;;;113940;113970;113890;113910;110990;111010;110990;110990;112470;112490;112470;112470
;;;;113910;113910;113840;113850;110990;111000;110980;110990;112470;112500;112470;112500
;;;;113840;113930;113830;113910;110990;111050;110990;111050;112490;112550;112480;112550
;;;;113910;113980;113900;113980;111040;111080;111040;111050;112560;112590;112540;112550
;;;;113980;114070;113920;114020;111060;111070;111020;111050;112540;112540;112480;112490
;;;;114000;114170;113980;114110;111040;111050;110970;110980;112490;112490;112440;112450
;;;;114150;114150;114080;114150;110990;111000;110900;110900;112450;112510;112430;112500
;;;;114140;114220;114130;114200;110910;110960;110900;110910;112490;112530;112480;112520
;;;;114190;114240;114160;114190;110910;110910;110780;110830;112520;112520;112500;112510
;;;;114210;114220;114130;114140;110820;110900;110810;110900;112520;112580;112520;112540
;;;;114150;114220;114120;114200;110890;110890;110830;110860;112530;112530;112480;112520
;;;;114220;114240;114160;114220;110860;110870;110850;110870;112550;112560;112510;112520
;;;;114220;114240;114170;114210;110860;110900;110860;110900;112520;112550;112500;112550
;;;;114200;114220;114190;114200;110900;110920;110890;110920;112550;112560;112510;112510
;;;;114210;114380;114210;114360;110920;110960;110910;110960;112500;112540;112500;112530
;;;;114370;114440;114340;114390;110950;110990;110930;110990;112520;112570;112520;112570
;;;;114400;114500;114400;114450;110980;110980;110910;110920;112570;112580;112530;112550
;;;;114450;114480;114400;114450;110920;110960;110910;110940;112540;112540;112510;112520
;;;;114420;114440;114390;114390;110930;110960;110930;110960;112500;112550;112490;112530
;;;;114390;114440;114350;114400;110960;110960;110900;110900;112540;112560;112530;112550
;;;;114410;114450;114360;114390;110890;110890;110840;110860;112540;112550;112540;112540
;;;;114380;114430;114370;114430;110870;110920;110850;110920;112520;112610;112520;112610
;;;;114420;114470;114410;114450;110920;110930;110860;110910;112600;112610;112570;112570
;;;;114460;114470;114410;114450;110910;111000;110910;110940;112570;112590;112540;112590
;;;;114420;114430;114380;114400;110930;110950;110900;110940;112570;112590;112550;112550
;;;;114390;114460;114370;114460;110910;110940;110880;110890;112560;112570;112540;112570
;;;;114450;114490;114410;114410;110890;110920;110880;110890;112580;112610;112580;112600
;;;;114420;114480;114410;114420;110880;110930;110880;110900;112590;112610;112590;112610
;;;;114410;114450;114380;114420;110910;110920;110890;110910;112590;112600;112550;112560
;;;;114410;114420;114380;114390;110910;110920;110870;110870;112550;112550;112530;112550
;;;;114410;114410;114370;114380;110870;110870;110830;110840;112540;112550;112490;112490
;;;;114380;114410;114360;114400;110850;110860;110830;110840;112490;112490;112460;112480
;;;;114420;114460;114400;114450;110840;110840;110790;110800;112490;112500;112440;112440
;;;;114440;114460;114430;114450;110810;110820;110750;110800;112440;112470;112430;112460
;;;;114460;114470;114440;114450;110790;110860;110780;110860;112460;112480;112450;112480
;;;;114470;114490;114430;114490;110850;110910;110830;110890;112480;112510;112470;112500
;;;;114490;114640;114490;114600;110890;110900;110850;110860;112500;112530;112500;112530
;;;;114590;114860;114580;114830;110860;110920;110860;110900;112530;112540;112520;112520
;;;;114830;114850;114750;114770;110910;110980;110900;110970;112510;112510;112460;112470
;;;;114760;114800;114740;114780;110960;111000;110930;111000;112490;112530;112490;112510
;;;;114780;114810;114750;114800;111000;111120;110980;111100;112510;112510;112480;112490
;;;;114800;114900;114800;114880;111080;111130;111080;111110;112490;112500;112450;112470
;;;;114870;114970;114870;114940;111110;111140;111110;111130;112460;112480;112410;112410
;;;;114940;114970;114900;114910;111120;111120;111090;111100;112400;112440;112400;112430
;;;;114910;114970;114910;114920;111100;111100;111070;111090;112430;112450;112420;112420
;;;;114930;114930;114870;114890;111100;111110;111060;111070;112420;112510;112420;112490
;;;;114900;114920;114850;114920;111060;111070;111020;111040;112510;112520;112490;112490
;;;;114930;114970;114900;114960;111030;111050;111020;111040;112480;112500;112450;112490
;;;;114960;114990;114820;114850;111030;111070;111020;111030;112490;112500;112380;112420
;;;;114850;114860;114640;114690;111030;111080;111020;111080;112400;112420;112380;112380
;;;;114690;114750;114690;114700;111080;111080;111040;111070;112390;112440;112370;112420
;;;;114720;114760;114700;114750;111070;111140;111030;111140;112420;112420;112320;112370
;;;;114760;114820;114740;114790;111140;111150;111070;111090;112360;112380;112320;112370
;;;;114780;114810;114740;114790;111080;111100;111050;111100;112360;112360;112300;112320
;;;;114800;114830;114780;114800;111090;111120;111090;111110;112330;112340;112270;112310
;;;;114810;114910;114810;114910;111100;111110;111070;111090;112300;112300;112250;112290
;;;;114900;114940;114880;114890;111090;111120;111090;111100;112290;112300;112260;112270
;;;;114890;114970;114890;114900;111090;111150;111090;111150;112260;112270;112240;112260
;;;;114900;114930;114880;114890;111150;111240;111150;111220;112250;112250;112190;112210
;;;;114910;114910;114820;114840;111220;111230;111190;111220;112200;112240;112130;112220
;;;;114840;114870;114820;114850;111230;111290;111220;111290;112220;112250;112200;112250
;;;;114860;114950;114860;114880;111290;111290;111220;111230;112260;112260;112200;112250
;;;;114880;114920;114830;114850;111230;111240;111180;111180;112240;112310;112200;112300
;;;;114850;114900;114820;114850;111190;111250;111180;111190;112300;112360;112270;112270
;;;;114850;114870;114820;114830;111200;111200;111170;111190;112270;112370;112270;112320
;;;;114830;114860;114830;114860;111190;111280;111190;111240;112330;112340;112300;112330
;;;;114840;114840;114820;114830;111250;111260;111160;111160;112320;112380;112320;112350
;;;;114840;114930;114830;114910;111180;111180;111080;111110;112350;112400;112340;112370
;;;;114900;114950;114890;114920;111100;111130;111080;111090;112360;112360;112300;112320
;;;;114910;114940;114880;114930;111110;111130;111030;111040;112320;112370;112280;112300
;;;;114920;114970;114910;114960;111050;111080;111020;111030;112300;112340;112270;112340
;;;;114960;115100;114930;115080;111030;111080;111020;111080;112340;112340;112310;112310
;;;;115080;115250;115060;115250;111070;111070;111030;111040;112340;112350;112300;112340
;;;;115240;115260;115170;115170;111050;111100;111030;111060;112340;112370;112340;112350
;;;;115170;115200;115080;115090;111060;111070;111030;111040;112340;112350;112240;112250
;;;;115100;115150;115060;115110;111030;111050;110970;111010;112240;112280;112110;112120
;;;;115110;115210;115110;115150;111000;111020;110960;110980;112130;112200;112110;112140
;;;;115150;115190;115060;115100;110970;111000;110970;110980;112140;112250;112080;112190
;;;;115090;115110;115040;115070;110970;111050;110970;111040;112190;112230;112140;112230
;;;;115080;115140;115080;115140;111040;111050;110980;110980;112230;112230;112140;112180
;;;;115140;115170;115100;115160;111000;111000;110910;110930;112180;112210;112160;112200
;;;;115160;115200;115130;115140;110930;110970;110920;110970;112190;112210;112150;112190
;;;;115140;115170;115080;115090;110970;110990;110870;110890;112190;112200;112130;112130
;;;;115090;115100;115040;115060;110900;110910;110800;110820;112130;112150;112070;112090
;;;;115060;115060;115030;115050;110830;110860;110800;110810;112090;112140;112070;112140
;;;;115050;115050;114990;115020;110810;110880;110810;110860;112140;112170;112130;112160
;;;;115010;115030;114960;115000;110860;110880;110830;110880;112170;112210;112160;112190
;;;;115020;115080;115000;115070;110860;110920;110840;110900;112200;112220;112180;112180
;;;;115060;115130;115050;115130;110900;110920;110870;110900;112170;112180;112130;112160
;;;;115130;115210;115120;115160;110910;111000;110900;111000;112160;112170;112100;112100
;;;;115170;115190;115090;115150;111000;111000;110960;110980;112110;112120;111980;112040
;;;;115150;115230;115110;115190;110980;111020;110940;110950;112040;112120;112030;112120
;;;;115190;115250;115180;115240;110950;111050;110950;111050;112110;112170;112090;112120
;;;;115240;115240;115130;115160;111040;111060;111010;111020;112130;112140;112020;112040
;;;;115150;115170;115110;115140;111030;111080;111010;111070;112030;112100;112030;112080
;;;;115160;115260;115130;115250;111070;111080;111030;111060;112070;112100;112060;112080
;;;;115260;115290;115200;115240;111060;111060;111020;111040;112080;112100;112060;112070
;;;;115250;115320;115250;115250;111030;111050;111010;111020;112070;112100;112040;112090
;;;;115250;115330;115250;115280;111020;111030;110970;110980;112090;112130;112090;112110
;;;;115270;115270;115230;115260;110990;110990;110930;110960;112100;112100;112060;112060
;;;;115260;115290;115220;115230;110970;110970;110890;110910;112060;112100;112040;112080
;;;;115230;115270;115190;115250;110910;110920;110890;110890;112090;112120;112060;112070
;;;;115230;115270;115210;115250;110890;110920;110880;110910;112060;112090;112060;112080
;;;;115250;115250;115190;115210;110890;110900;110870;110900;112080;112130;112080;112110
;;;;115200;115230;115190;115210;110910;110920;110840;110860;112110;112150;112100;112130
;;;;115230;115230;115170;115200;110860;110890;110840;110850;112130;112160;112090;112150
;;;;115190;115210;115100;115150;110840;110860;110820;110850;112150;112200;112140;112190
;;;;115140;115150;115040;115070;110830;110870;110830;110860;112200;112220;112140;112220
;;;;115060;115110;115060;115080;110860;110900;110860;110890;112210;112260;112190;112200
;;;;115080;115100;115070;115100;110900;110910;110820;110820;112200;112210;112160;112160
;;;;115090;115090;115070;115090;110830;110910;110820;110910;112150;112160;112120;112130
;;;;115100;115130;115100;115100;110900;110900;110850;110860;112120;112150;112100;112140
;;;;115090;115100;115080;115080;110860;110860;110810;110840;112130;112210;112120;112210
;;;;115080;115100;115080;115100;110840;110850;110830;110830;112190;112190;112090;112110
;;;;115100;115100;115060;115060;110830;110850;110730;110760;112120;112200;112090;112180
;;;;115060;115120;115060;115120;110760;110780;110730;110760;112180;112190;112160;112180
;;;;115110;115130;115070;115080;110760;110770;110710;110730;112190;112220;112180;112200
;;;;115090;115100;115070;115100;110730;110750;110690;110740;112190;112240;112180;112230
;;;;115090;115110;115090;115100;110740;110780;110710;110720;112240;112250;112220;112230
;;;;115100;115110;115080;115080;110720;110720;110630;110650;112240;112260;112210;112210
;;;;115080;115090;115060;115070;110660;110710;110650;110670;112230;112270;112220;112250
;;;;115070;115070;115010;115030;110670;110720;110670;110670;112230;112230;112190;112200
;;;;115030;115030;114960;115000;110680;110680;110630;110650;112190;112200;112160;112200
;;;;114980;114990;114970;114980;110640;110650;110600;110640;112180;112190;112120;112120
;;;;114980;115050;114980;115020;110650;110720;110620;110700;112130;112140;112120;112140
;;;;115040;115050;115020;115050;110700;110700;110620;110650;112150;112190;112130;112190
;;;;115040;115080;115040;115070;110650;110660;110590;110650;112190;112190;112100;112140
;;;;115060;115070;115040;115050;110650;110660;110590;110650;112140;112160;112130;112150
;;;;115040;115080;115040;115060;110650;110660;110640;110660;112150;112170;112140;112160
;;;;115050;115100;115050;115080;110670;110750;110670;110750;112170;112200;112150;112200
;;;;115070;115100;115070;115080;110750;110760;110690;110710;112190;112220;112160;112210
;;;;115090;115130;115090;115110;110710;110710;110670;110670;112200;112220;112170;112190
;;;;115100;115130;115100;115110;110680;110680;110640;110640;112180;112230;112180;112200
;;;;115110;115130;115100;115130;110650;110710;110650;110710;112210;112260;112200;112240
;;;;115110;115150;115100;115120;110700;110710;110610;110630;112260;112260;112180;112180
;;;;115130;115160;115130;115150;110620;110630;110580;110610;112180;112190;112150;112150
;;;;115160;115160;115130;115130;110620;110650;110610;110620;112150;112160;112090;112140
;;;;115140;115160;115080;115110;110610;110610;110560;110560;112150;112220;112120;112190
;;;;115110;115120;115090;115110;110560;110580;110540;110560;112190;112250;112180;112210
;;;;115120;115120;115100;115110;110570;110600;110540;110550;112210;112280;112190;112250
;;;;115100;115110;115090;115100;110550;110570;110470;110510;112230;112250;112200;112200
;;;;115100;115120;115090;115100;110500;110560;110490;110540;112200;112200;112170;112170
;;;;115110;115120;115100;115110;110540;110560;110500;110560;112180;112220;112150;112220
;;;;115110;115130;115100;115130;110560;110580;110530;110550;112200;112240;112200;112220
;;;;115130;115150;115120;115140;110550;110600;110540;110590;112200;112260;112200;112240
;;;;115140;115170;115120;115150;110590;110590;110540;110550;112240;112300;112240;112300
;;;;115160;115180;115130;115130;110540;110570;110520;110550;112280;112310;112270;112280
;;;;115140;115160;115110;115140;110540;110560;110520;110550;112300;112340;112270;112330
;;;;115150;115190;115140;115170;110540;110600;110540;110590;112330;112350;112280;112290
;;;;115170;115180;115150;115170;110580;110610;110580;110600;112290;112290;112270;112280
;;;;115170;115170;115140;115140;110590;110640;110560;110580;112280;112320;112280;112290
;;;;115140;115160;115140;115160;110570;110590;110450;110510;112310;112310;112240;112240
;;;;115150;115220;115140;115220;110510;110580;110490;110560;112230;112230;112150;112160
;;;;115220;115220;115190;115190;110560;110640;110550;110620;112170;112200;112160;112190
;;;;115200;115210;115170;115180;110630;110660;110560;110560;112190;112210;112180;112190
;;;;115170;115170;115120;115120;110580;110580;110510;110510;112200;112200;112180;112180
;;;;115120;115160;115080;115160;110520;110520;110310;110340;112190;112210;112150;112190
